Composition,Crystal,Processing,GrainSize,Vicker,Tension0_Compression1,temperature,Yield_EXP,UTS_EXP,Elongation_EXP,Elongation_plastic_EXP,Youngs_EXP,Youngs_ROM_ORG,DOI,YEAR,TITLE,SOURCE,ReducedFormula,radius,radius_TC,Tm_ROM,volume,LattPara,CONC0,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC7,CONC8,CONC9,CONC10,CONC11,CONC12,CONC13,CONC14,Sconf,sws,Bulk,Eform,Eform_str,Eform_BOKAS,Hmix_TC,Gmix_TC,Hmix_str_TC,Gmix_str_TC,bcc2hcp_Gmix_TC,bcc2hcp_Gmix_TC2CPA,bcc2hcp,amass,VEC,E_negativity,bcc2hcp_Gmix_TC_diff,Exp_Bulk_ROM,Exp_Shear_ROM,Exp_Youngs_ROM,Exp_Poisson_ROM,Exp_Surf_ROM,Cal_Surf_ROM,E_GBR_ROM,DOS_EF_ROM,E_USF_ROM,Exp_Az_ROM,b2h_ROM,D_Surf_GBR_ROM,density,radius_TC_DELTA,volume_DELTA,Exp_Shear_ROM_DELTA,Exp_Youngs_ROM_DELTA,radius_TC_DISTORT,radius_TC_DISTORT_Max,volume_DISTORT,volume_DISTORT_Max,Exp_Shear_DISTORT,Exp_Shear_DISTORT_Max,Exp_Youngs_DISTORT,Exp_Youngs_DISTORT_Max,ShearBurger,ShearBurger_Surf,ShearBurger_D_Surf_GBR,Surf_USF,DOS_VEC,Exp_Poisson_Comp,ElasticEnergy,SH_ratio,temp_ratio,sigma_y0,delta_Eb0,Yield_MC
TaNbVMoW,BCC,OTHER,,,1,1473.15000000,735.00000000,,,,,229.00000000,10.1016/j.actamat.2019.06.032,2019,High temperature strength of refractory complex concentrated alloys,S4,TaNbVMoW,1.57076679,1.57113806,2962.80000000,16.20039620,3.18800170,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,2.99063852,224.14998189,0.04218059,0.04218059,-0.04351952,-0.07844072,-0.10509877,-0.07844072,-0.10509877,0.13529227,0.43662156,0.46687543,120.91515200,5.40000000,1.85000000,0.30132928,222.40000000,87.80000000,231.80000000,0.34000000,3.02040000,3.25120000,1.74200000,2.32198000,1.06480000,0.96209940,0.37000000,1.50920000,12.39380002,0.03285872,0.09547860,0.54371816,0.51230594,0.02563214,0.00694725,0.07454383,0.02025261,0.39546579,0.09370766,0.37797597,0.08896303,24.24061821,8.02563177,16.06189916,3.05334335,0.42999630,2.03030303,0.06790704,5.23851099,0.49721547,1951.89015621,2.83442119,525.33274633
TaNbVMoW,BCC,CAST,,,1,1673.15000000,656.00000000,,40.00000000,,,229.00000000,10.1016/j.intermet.2011.01.004,2011,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,S4,TaNbVMoW,1.57076679,1.57113806,2962.80000000,16.20039620,3.18800170,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,2.99063852,224.14998189,0.04218059,0.04218059,-0.04351952,-0.07844072,-0.10509877,-0.07844072,-0.10509877,0.13529227,0.43662156,0.46687543,120.91515200,5.40000000,1.85000000,0.30132928,222.40000000,87.80000000,231.80000000,0.34000000,3.02040000,3.25120000,1.74200000,2.32198000,1.06480000,0.96209940,0.37000000,1.50920000,12.39380002,0.03285872,0.09547860,0.54371816,0.51230594,0.02563214,0.00694725,0.07454383,0.02025261,0.39546579,0.09370766,0.37797597,0.08896303,24.24061821,8.02563177,16.06189916,3.05334335,0.42999630,2.03030303,0.06790704,5.23851099,0.56471918,1951.89015621,2.83442119,439.58861966
TaNbVMoW,BCC,CAST,,,1,1873.15000000,477.00000000,,40.00000000,,,229.00000000,10.1016/j.intermet.2011.01.004,2011,Mechanical properties of Nb25Mo25Ta25W25 and V20Nb20Mo20Ta20W20 refractory high entropy alloys,S4,TaNbVMoW,1.57076679,1.57113806,2962.80000000,16.20039620,3.18800170,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,2.99063852,224.14998189,0.04218059,0.04218059,-0.04351952,-0.07844072,-0.10509877,-0.07844072,-0.10509877,0.13529227,0.43662156,0.46687543,120.91515200,5.40000000,1.85000000,0.30132928,222.40000000,87.80000000,231.80000000,0.34000000,3.02040000,3.25120000,1.74200000,2.32198000,1.06480000,0.96209940,0.37000000,1.50920000,12.39380002,0.03285872,0.09547860,0.54371816,0.51230594,0.02563214,0.00694725,0.07454383,0.02025261,0.39546579,0.09370766,0.37797597,0.08896303,24.24061821,8.02563177,16.06189916,3.05334335,0.42999630,2.03030303,0.06790704,5.23851099,0.63222290,1951.89015621,2.83442119,367.83953767
TaTiCrMo,BCC+Laves,ANNEAL,,,1,293.15000000,1795.00000000,,,,,,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiCrMo,1.55583485,1.55156217,2576.75000000,15.68533898,3.15385194,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,2.94843092,202.16023601,0.17910295,0.15782643,-0.00715040,0.04792882,0.01299260,0.02665229,-0.00828392,0.08297867,0.32349704,0.35761749,94.18774500,5.25000000,1.71500000,0.24051838,185.25000000,88.00000000,227.50000000,0.29500000,2.63750000,3.13975000,1.42125000,2.50425000,1.02375000,1.08609450,0.26500000,1.71850000,9.97125641,0.05295621,0.14375699,0.38325959,0.36186398,0.04177055,0.01451276,0.11533018,0.03983309,0.31450957,0.09691888,0.29696867,0.09466057,24.03557994,9.11301609,13.98637180,3.06691087,0.47700000,1.83687943,0.18601684,6.42249656,0.11376734,2954.15874785,3.37999428,2233.59208138
TaTiCrMo,BCC+Laves,ANNEAL,,,1,373.15000000,1506.00000000,,,,,,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiCrMo,1.55583485,1.55156217,2576.75000000,15.68533898,3.15385194,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,2.94843092,202.16023601,0.17910295,0.15782643,-0.00715040,0.04792882,0.01299260,0.02665229,-0.00828392,0.08297867,0.32349704,0.35761749,94.18774500,5.25000000,1.71500000,0.24051838,185.25000000,88.00000000,227.50000000,0.29500000,2.63750000,3.13975000,1.42125000,2.50425000,1.02375000,1.08609450,0.26500000,1.71850000,9.97125641,0.05295621,0.14375699,0.38325959,0.36186398,0.04177055,0.01451276,0.11533018,0.03983309,0.31450957,0.09691888,0.29696867,0.09466057,24.03557994,9.11301609,13.98637180,3.06691087,0.47700000,1.83687943,0.18601684,6.42249656,0.14481420,2954.15874785,3.37999428,2107.83498963
TaTiCrMo,BCC+Laves,ANNEAL,,,1,473.15000000,1266.00000000,,,,,,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiCrMo,1.55583485,1.55156217,2576.75000000,15.68533898,3.15385194,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,2.94843092,202.16023601,0.17910295,0.15782643,-0.00715040,0.04792882,0.01299260,0.02665229,-0.00828392,0.08297867,0.32349704,0.35761749,94.18774500,5.25000000,1.71500000,0.24051838,185.25000000,88.00000000,227.50000000,0.29500000,2.63750000,3.13975000,1.42125000,2.50425000,1.02375000,1.08609450,0.26500000,1.71850000,9.97125641,0.05295621,0.14375699,0.38325959,0.36186398,0.04177055,0.01451276,0.11533018,0.03983309,0.31450957,0.09691888,0.29696867,0.09466057,24.03557994,9.11301609,13.98637180,3.06691087,0.47700000,1.83687943,0.18601684,6.42249656,0.18362278,2954.15874785,3.37999428,1962.68748346
TaTiCrMo,BCC+Laves,ANNEAL,,,1,573.15000000,1183.00000000,,,,,,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiCrMo,1.55583485,1.55156217,2576.75000000,15.68533898,3.15385194,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,2.94843092,202.16023601,0.17910295,0.15782643,-0.00715040,0.04792882,0.01299260,0.02665229,-0.00828392,0.08297867,0.32349704,0.35761749,94.18774500,5.25000000,1.71500000,0.24051838,185.25000000,88.00000000,227.50000000,0.29500000,2.63750000,3.13975000,1.42125000,2.50425000,1.02375000,1.08609450,0.26500000,1.71850000,9.97125641,0.05295621,0.14375699,0.38325959,0.36186398,0.04177055,0.01451276,0.11533018,0.03983309,0.31450957,0.09691888,0.29696867,0.09466057,24.03557994,9.11301609,13.98637180,3.06691087,0.47700000,1.83687943,0.18601684,6.42249656,0.22243136,2954.15874785,3.37999428,1827.49816647
TaTiCrMo,BCC+Laves,ANNEAL,,,1,673.15000000,1175.00000000,,,,,,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiCrMo,1.55583485,1.55156217,2576.75000000,15.68533898,3.15385194,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,2.94843092,202.16023601,0.17910295,0.15782643,-0.00715040,0.04792882,0.01299260,0.02665229,-0.00828392,0.08297867,0.32349704,0.35761749,94.18774500,5.25000000,1.71500000,0.24051838,185.25000000,88.00000000,227.50000000,0.29500000,2.63750000,3.13975000,1.42125000,2.50425000,1.02375000,1.08609450,0.26500000,1.71850000,9.97125641,0.05295621,0.14375699,0.38325959,0.36186398,0.04177055,0.01451276,0.11533018,0.03983309,0.31450957,0.09691888,0.29696867,0.09466057,24.03557994,9.11301609,13.98637180,3.06691087,0.47700000,1.83687943,0.18601684,6.42249656,0.26123993,2954.15874785,3.37999428,1699.99146057
TaTiCrMo,BCC+Laves,ANNEAL,,,1,873.15000000,1162.00000000,,,,,,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiCrMo,1.55583485,1.55156217,2576.75000000,15.68533898,3.15385194,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,2.94843092,202.16023601,0.17910295,0.15782643,-0.00715040,0.04792882,0.01299260,0.02665229,-0.00828392,0.08297867,0.32349704,0.35761749,94.18774500,5.25000000,1.71500000,0.24051838,185.25000000,88.00000000,227.50000000,0.29500000,2.63750000,3.13975000,1.42125000,2.50425000,1.02375000,1.08609450,0.26500000,1.71850000,9.97125641,0.05295621,0.14375699,0.38325959,0.36186398,0.04177055,0.01451276,0.11533018,0.03983309,0.31450957,0.09691888,0.29696867,0.09466057,24.03557994,9.11301609,13.98637180,3.06691087,0.47700000,1.83687943,0.18601684,6.42249656,0.33885709,2954.15874785,3.37999428,1538.54893415
TaTiCrMo,BCC+Laves,ANNEAL,,,1,1073.15000000,1162.00000000,,,,,,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiCrMo,1.55583485,1.55156217,2576.75000000,15.68533898,3.15385194,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,2.94843092,202.16023601,0.17910295,0.15782643,-0.00715040,0.04792882,0.01299260,0.02665229,-0.00828392,0.08297867,0.32349704,0.35761749,94.18774500,5.25000000,1.71500000,0.24051838,185.25000000,88.00000000,227.50000000,0.29500000,2.63750000,3.13975000,1.42125000,2.50425000,1.02375000,1.08609450,0.26500000,1.71850000,9.97125641,0.05295621,0.14375699,0.38325959,0.36186398,0.04177055,0.01451276,0.11533018,0.03983309,0.31450957,0.09691888,0.29696867,0.09466057,24.03557994,9.11301609,13.98637180,3.06691087,0.47700000,1.83687943,0.18601684,6.42249656,0.41647424,2954.15874785,3.37999428,1324.99631831
TaTiCrMo,BCC+Laves,ANNEAL,,,1,1273.15000000,1159.00000000,,,,,,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiCrMo,1.55583485,1.55156217,2576.75000000,15.68533898,3.15385194,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,2.94843092,202.16023601,0.17910295,0.15782643,-0.00715040,0.04792882,0.01299260,0.02665229,-0.00828392,0.08297867,0.32349704,0.35761749,94.18774500,5.25000000,1.71500000,0.24051838,185.25000000,88.00000000,227.50000000,0.29500000,2.63750000,3.13975000,1.42125000,2.50425000,1.02375000,1.08609450,0.26500000,1.71850000,9.97125641,0.05295621,0.14375699,0.38325959,0.36186398,0.04177055,0.01451276,0.11533018,0.03983309,0.31450957,0.09691888,0.29696867,0.09466057,24.03557994,9.11301609,13.98637180,3.06691087,0.47700000,1.83687943,0.18601684,6.42249656,0.49409139,2954.15874785,3.37999428,1141.08508645
TaTiNb,BCC,WROUGHT,,,1,293.15000000,573.00000000,,,,,136.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNb,1.62162788,1.62123998,2660.33333333,17.88482895,3.29486983,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.08284212,161.61807796,0.08614643,0.05777773,-0.00816888,0.01813060,-0.01916109,-0.01023810,-0.04752979,0.04503369,0.17841603,0.19969882,107.24042000,4.66666667,1.54666667,0.13338234,159.00000000,49.66666667,135.66666667,0.35333333,2.63500000,2.76166667,1.03166667,3.50833333,0.59833333,1.08834867,0.16666667,1.73000000,9.95687624,0.00306543,0.00907981,0.25165548,0.26442187,0.00234759,0.00096932,0.00708476,0.00293315,0.18419114,0.07475460,0.19097151,0.07842335,14.17209019,5.37840235,8.19195965,4.61559889,0.75178571,2.09278351,0.00058401,13.88999455,0.11019296,49.90433912,0.37631390,6.97854166
TaTiNb,BCC,WROUGHT,,,1,373.15000000,486.00000000,,,,,136.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNb,1.62162788,1.62123998,2660.33333333,17.88482895,3.29486983,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.08284212,161.61807796,0.08614643,0.05777773,-0.00816888,0.01813060,-0.01916109,-0.01023810,-0.04752979,0.04503369,0.17841603,0.19969882,107.24042000,4.66666667,1.54666667,0.13338234,159.00000000,49.66666667,135.66666667,0.35333333,2.63500000,2.76166667,1.03166667,3.50833333,0.59833333,1.08834867,0.16666667,1.73000000,9.95687624,0.00306543,0.00907981,0.25165548,0.26442187,0.00234759,0.00096932,0.00708476,0.00293315,0.18419114,0.07475460,0.19097151,0.07842335,14.17209019,5.37840235,8.19195965,4.61559889,0.75178571,2.09278351,0.00058401,13.88999455,0.14026438,49.90433912,0.37631390,4.07950962
TaTiNb,BCC,WROUGHT,,,1,473.15000000,378.00000000,,,,,136.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNb,1.62162788,1.62123998,2660.33333333,17.88482895,3.29486983,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.08284212,161.61807796,0.08614643,0.05777773,-0.00816888,0.01813060,-0.01916109,-0.01023810,-0.04752979,0.04503369,0.17841603,0.19969882,107.24042000,4.66666667,1.54666667,0.13338234,159.00000000,49.66666667,135.66666667,0.35333333,2.63500000,2.76166667,1.03166667,3.50833333,0.59833333,1.08834867,0.16666667,1.73000000,9.95687624,0.00306543,0.00907981,0.25165548,0.26442187,0.00234759,0.00096932,0.00708476,0.00293315,0.18419114,0.07475460,0.19097151,0.07842335,14.17209019,5.37840235,8.19195965,4.61559889,0.75178571,2.09278351,0.00058401,13.88999455,0.17785365,49.90433912,0.37631390,2.08526892
TaTiNb,BCC,WROUGHT,,,1,573.15000000,314.00000000,,,,,136.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNb,1.62162788,1.62123998,2660.33333333,17.88482895,3.29486983,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.08284212,161.61807796,0.08614643,0.05777773,-0.00816888,0.01813060,-0.01916109,-0.01023810,-0.04752979,0.04503369,0.17841603,0.19969882,107.24042000,4.66666667,1.54666667,0.13338234,159.00000000,49.66666667,135.66666667,0.35333333,2.63500000,2.76166667,1.03166667,3.50833333,0.59833333,1.08834867,0.16666667,1.73000000,9.95687624,0.00306543,0.00907981,0.25165548,0.26442187,0.00234759,0.00096932,0.00708476,0.00293315,0.18419114,0.07475460,0.19097151,0.07842335,14.17209019,5.37840235,8.19195965,4.61559889,0.75178571,2.09278351,0.00058401,13.88999455,0.21544293,49.90433912,0.37631390,1.06589930
TaTiNb,BCC,WROUGHT,,,1,673.15000000,232.00000000,,,,,136.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNb,1.62162788,1.62123998,2660.33333333,17.88482895,3.29486983,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.08284212,161.61807796,0.08614643,0.05777773,-0.00816888,0.01813060,-0.01916109,-0.01023810,-0.04752979,0.04503369,0.17841603,0.19969882,107.24042000,4.66666667,1.54666667,0.13338234,159.00000000,49.66666667,135.66666667,0.35333333,2.63500000,2.76166667,1.03166667,3.50833333,0.59833333,1.08834867,0.16666667,1.73000000,9.95687624,0.00306543,0.00907981,0.25165548,0.26442187,0.00234759,0.00096932,0.00708476,0.00293315,0.18419114,0.07475460,0.19097151,0.07842335,14.17209019,5.37840235,8.19195965,4.61559889,0.75178571,2.09278351,0.00058401,13.88999455,0.25303220,49.90433912,0.37631390,0.54484163
TaTiNb,BCC,WROUGHT,,,1,873.15000000,222.00000000,,,,,136.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNb,1.62162788,1.62123998,2660.33333333,17.88482895,3.29486983,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.08284212,161.61807796,0.08614643,0.05777773,-0.00816888,0.01813060,-0.01916109,-0.01023810,-0.04752979,0.04503369,0.17841603,0.19969882,107.24042000,4.66666667,1.54666667,0.13338234,159.00000000,49.66666667,135.66666667,0.35333333,2.63500000,2.76166667,1.03166667,3.50833333,0.59833333,1.08834867,0.16666667,1.73000000,9.95687624,0.00306543,0.00907981,0.25165548,0.26442187,0.00234759,0.00096932,0.00708476,0.00293315,0.18419114,0.07475460,0.19097151,0.07842335,14.17209019,5.37840235,8.19195965,4.61559889,0.75178571,2.09278351,0.00058401,13.88999455,0.32821075,49.90433912,0.37631390,0.14235689
TaTiNb,BCC,WROUGHT,,,1,1073.15000000,210.00000000,,,,,136.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNb,1.62162788,1.62123998,2660.33333333,17.88482895,3.29486983,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.08284212,161.61807796,0.08614643,0.05777773,-0.00816888,0.01813060,-0.01916109,-0.01023810,-0.04752979,0.04503369,0.17841603,0.19969882,107.24042000,4.66666667,1.54666667,0.13338234,159.00000000,49.66666667,135.66666667,0.35333333,2.63500000,2.76166667,1.03166667,3.50833333,0.59833333,1.08834867,0.16666667,1.73000000,9.95687624,0.00306543,0.00907981,0.25165548,0.26442187,0.00234759,0.00096932,0.00708476,0.00293315,0.18419114,0.07475460,0.19097151,0.07842335,14.17209019,5.37840235,8.19195965,4.61559889,0.75178571,2.09278351,0.00058401,13.88999455,0.40338930,49.90433912,0.37631390,0.03719518
TaTiNb,BCC,WROUGHT,,,1,1273.15000000,160.00000000,,,,,136.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNb,1.62162788,1.62123998,2660.33333333,17.88482895,3.29486983,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.08284212,161.61807796,0.08614643,0.05777773,-0.00816888,0.01813060,-0.01916109,-0.01023810,-0.04752979,0.04503369,0.17841603,0.19969882,107.24042000,4.66666667,1.54666667,0.13338234,159.00000000,49.66666667,135.66666667,0.35333333,2.63500000,2.76166667,1.03166667,3.50833333,0.59833333,1.08834867,0.16666667,1.73000000,9.95687624,0.00306543,0.00907981,0.25165548,0.26442187,0.00234759,0.00096932,0.00708476,0.00293315,0.18419114,0.07475460,0.19097151,0.07842335,14.17209019,5.37840235,8.19195965,4.61559889,0.75178571,2.09278351,0.00058401,13.88999455,0.47856785,49.90433912,0.37631390,0.00971840
TaTiNbAl,BCC,CAST,,,1,293.15000000,1152.00000000,,,,,120.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNbAl,1.61185334,1.59824851,2228.58000000,17.25248207,3.25557117,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.05587516,140.15361715,-0.01188793,-0.03316446,-0.14086128,-0.13608511,-0.14067322,-0.15736163,-0.16194974,0.01517319,0.10864210,0.08422921,87.17569965,4.25000000,1.56250000,0.09346891,138.25000000,43.75000000,119.25000000,0.35250000,2.26625000,2.37100000,0.88275000,2.81922500,0.48625000,1.09626150,0.10885075,1.48825000,8.39060450,0.02133791,0.03688438,0.34070755,0.35316704,0.01638969,0.00596281,0.02514096,0.00897852,0.25083225,0.07874670,0.25631094,0.08157789,12.33490709,5.44287130,8.28819559,4.87609254,0.66334706,2.08880309,0.00499255,1.95634713,0.13154116,284.20802277,0.81305998,114.34073155
TaTiNbAl,BCC,CAST,,,1,373.15000000,740.00000000,,,,,120.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNbAl,1.61185334,1.59824851,2228.58000000,17.25248207,3.25557117,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.05587516,140.15361715,-0.01188793,-0.03316446,-0.14086128,-0.13608511,-0.14067322,-0.15736163,-0.16194974,0.01517319,0.10864210,0.08422921,87.17569965,4.25000000,1.56250000,0.09346891,138.25000000,43.75000000,119.25000000,0.35250000,2.26625000,2.37100000,0.88275000,2.81922500,0.48625000,1.09626150,0.10885075,1.48825000,8.39060450,0.02133791,0.03688438,0.34070755,0.35316704,0.01638969,0.00596281,0.02514096,0.00897852,0.25083225,0.07874670,0.25631094,0.08157789,12.33490709,5.44287130,8.28819559,4.87609254,0.66334706,2.08880309,0.00499255,1.95634713,0.16743846,284.20802277,0.81305998,89.18411591
TaTiNbAl,BCC,CAST,,,1,473.15000000,740.00000000,,,,,120.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNbAl,1.61185334,1.59824851,2228.58000000,17.25248207,3.25557117,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.05587516,140.15361715,-0.01188793,-0.03316446,-0.14086128,-0.13608511,-0.14067322,-0.15736163,-0.16194974,0.01517319,0.10864210,0.08422921,87.17569965,4.25000000,1.56250000,0.09346891,138.25000000,43.75000000,119.25000000,0.35250000,2.26625000,2.37100000,0.88275000,2.81922500,0.48625000,1.09626150,0.10885075,1.48825000,8.39060450,0.02133791,0.03688438,0.34070755,0.35316704,0.01638969,0.00596281,0.02514096,0.00897852,0.25083225,0.07874670,0.25631094,0.08157789,12.33490709,5.44287130,8.28819559,4.87609254,0.66334706,2.08880309,0.00499255,1.95634713,0.21231008,284.20802277,0.81305998,65.37259016
TaTiNbMo,BCC,ANNEAL,,,1,293.15000000,1210.00000000,,,,,179.00000000,10.1016/j.actamat.2019.06.006,2019,Solid-solution strengthening in refractory high entropy alloys,S4,TaTiNbMo,1.60396426,1.59798441,2719.25000000,17.29146783,3.25802155,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.04043892,186.53829362,0.01777363,-0.00350289,-0.07461517,-0.05492505,-0.08783266,-0.07620157,-0.10910919,0.11970877,0.31743524,0.32783529,104.41531500,5.00000000,1.70000000,0.19772647,187.25000000,68.75000000,184.00000000,0.34250000,2.72625000,2.93475000,1.28375000,2.87810000,0.80500000,1.04189325,0.23500000,1.65100000,10.02724753,0.02021336,0.05655207,0.50589909,0.48529596,0.01536148,0.00558394,0.04482692,0.01628648,0.33507150,0.11019478,0.32846658,0.10641115,19.39801481,7.11527366,11.74925185,3.64565217,0.57562000,2.04182510,0.03135429,5.91434977,0.10780546,766.00876461,1.67706111,467.89264308
